clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
2,4326,0,1,0,0,0,0,0,1,0,0,0,0,0.2514663968922414,1.5209576563051097,-0.6470955025556082,0.34292006513371537,0.37716841979415217,0.5586910030099367
1,4307,0,0,1,0,0,0,0,0,0,0,1,0,0.690579443156171,-0.03907565172827333,-0.21306189825001146,0.7604449684087328,0.8397052560212649,0.8448163327893637
1,2282,0,1,0,0,0,0,0,1,0,0,0,0,-0.18764664937168882,1.8600953319645412,-0.8207089442778464,-0.13678939820353886,-0.11154974678543804,0.08658420887388134
2,717,0,0,0,0,1,0,0,1,0,0,0,0,-0.794040856117116,0.910509840118134,-0.6470955025556082,-0.8563535932094206,-0.8184456663023462,-0.7431792474864584
3,842,0,0,0,1,0,0,0,1,0,0,0,0,-0.8358611462374902,-1.3956263543659995,0.22097170605558533,-0.8385865760487812,-0.7922643359498679,-0.9577732448210288
7,918,0,0,1,0,0,0,0,0,1,0,0,0,-1.0031423067189873,-0.5138683976514794,-0.6470955025556082,-1.1583928849402843,-1.12389452041459,-1.186673508644571
3,1692,0,0,1,0,0,0,0,1,0,0,0,0,-0.5222089703346829,-0.44604086251959213,-0.21306189825001146,-0.4121781641934445,-0.3820901604277118,-0.4427476512180596
4,8279,0,0,1,0,0,0,0,1,0,0,0,0,0.62784900797561,-0.03907565172827333,-0.21306189825001146,0.831513037051289,0.7960697054338015,0.8162037998114217
3,863,0,0,0,0,1,0,0,1,0,0,0,0,-0.8149510011773031,0.7070272347224722,-0.21306189825001146,-0.891887627530698,-0.853354106772317,-0.8004043134423439
6,1743,0,0,1,0,0,0,0,0,0,1,0,0,-0.5640292604550573,0.43571709419492793,-1.5151627111668018,-0.4921297414163201,-0.46936126160263836,-0.4284413847290879
1,17798,0,0,1,0,0,0,0,1,0,0,0,0,2.5306722084526396,-0.3103857922558224,1.089038914666779,2.057437221135384,2.061500672470241,2.0179301848850164
5,799,0,0,1,0,0,0,1,0,0,0,0,0,-1.107693032019923,0.8426823049862467,-0.6470955025556082,-1.4160146337695505,-1.4118891542918488,-1.3440424400232558
1,4513,0,0,0,1,0,1,0,0,0,0,0,0,0.7114895882163582,0.43571709419492793,0.22097170605558533,0.831513037051289,0.8397052560212649,0.9020413987452492
5,1073,0,0,1,0,0,0,0,0,1,0,0,0,-0.8985915814180516,-0.7173510030471364,-1.081129106861205,-0.9540721875929349,-0.9057167674772728,-1.0006920442879432
2,6132,0,0,0,0,1,0,1,0,0,0,0,0,0.43965770243392555,1.2496475157775655,-0.6470955025556082,0.5028232195794665,0.5517106221440061,0.7017536678996505
6,764,0,0,1,0,0,0,0,0,1,0,0,0,-1.0449625968393617,0.6391996995905898,-1.5151627111668018,-1.273878496484438,-1.2198927317070098,-1.186673508644571
3,579,0,0,1,0,0,0,0,0,1,0,0,0,-0.9822321616588001,-0.37821332738770486,-1.081129106861205,-1.1317423591993254,-1.0889860799446192,-1.1437547091776565
3,7781,0,0,1,0,0,0,0,1,0,0,0,0,0.5860287178552357,-0.5138683976514794,-0.21306189825001146,0.7782119855693722,0.8222510357862791,0.7446724673665638
6,2549,0,0,0,0,1,0,0,0,0,0,1,0,-0.18764664937168882,0.8426823049862467,0.22097170605558533,-0.06572132956098263,-0.05045997596298975,0.043665409406966865
5,1980,1,0,0,0,0,1,0,0,0,0,0,0,-0.6267596956356187,3.962748921053013,-0.21306189825001146,-0.6964504387636687,-0.7835372258323754,-0.3282975193062885
2,1427,0,1,0,0,0,0,0,1,0,0,0,0,-0.5849394055152445,2.538370683283404,3.6932405405003594,-0.7231009645046275,-0.6613576841874773,-0.4284413847290879
1,8737,0,0,0,1,0,1,0,0,0,0,0,0,1.5060751005034698,-1.056488678706568,1.089038914666779,1.4800091634146144,1.502965624950709,1.3312293934143902
5,4098,0,0,0,0,1,0,0,0,0,0,0,1,0.3141968320728026,-0.8530060733109109,0.6550053103611821,0.5294737453204253,0.5429835120265135,0.4299346046091939
6,1333,0,0,0,1,0,0,1,0,0,0,0,0,-0.8358611462374902,-0.24255825712393514,0.6550053103611821,-0.9363051704322962,-0.870808327007302,-0.929160711843086
5,2720,0,0,0,1,0,0,0,0,1,0,0,0,-0.16673650431150167,-0.10690318686016059,0.22097170605558533,0.04088077340285174,0.0629924555644151,0.043665409406966865
4,781,0,0,0,0,1,0,0,1,0,0,0,0,-0.9195017264782388,-0.3103857922558224,-1.5151627111668018,-0.9807227133338937,-0.9493523180647361,-1.0006920442879432
2,15011,0,0,1,0,0,1,0,0,0,0,0,0,1.8615475665266512,-0.649523467915254,-0.21306189825001146,1.7376309122438807,1.721143377888026,1.631660989682789
4,7260,0,0,0,1,0,0,1,0,0,0,0,0,0.4187475573737384,0.09657941853549638,1.089038914666779,0.6005418139629816,0.6128003929664552,0.6302223354547933
5,1608,0,0,1,0,0,0,0,0,0,1,0,0,-0.6267596956356187,-0.9886611435746855,0.22097170605558533,-0.5276637757375983,-0.46063415148514586,-0.6001165825967445
2,4424,1,0,0,0,0,0,0,0,1,0,0,0,0.4814779925542999,1.995750402228316,2.3911397275835693,0.5561242710613841,0.4993479614390495,0.8018975333224493
4,680,0,0,1,0,0,0,0,1,0,0,0,0,-1.0240524517791745,-0.7851785381790236,-0.6470955025556082,-1.1939269192615625,-1.1500758507670683,-1.2438985746004565
3,2473,0,1,0,0,0,0,1,0,0,0,0,0,-0.20855679443187597,-0.17473072199204787,1.5230725189723757,-0.08348834672162209,0.0019026847419668126,-0.05647845601583251
6,2256,0,0,1,0,0,0,0,0,1,0,0,0,-0.4594785351541217,-0.3103857922558224,-0.6470955025556082,-0.33222658697056817,-0.29481905925278445,-0.3426037857952602
7,1046,0,0,1,0,0,0,0,1,0,0,0,0,-1.0240524517791745,0.3000620239311582,-0.6470955025556082,-1.2383444621631599,-1.2460740620594881,-1.2152860416225137
1,4416,0,0,0,0,1,0,0,1,0,0,0,0,0.43965770243392555,0.43571709419492793,0.22097170605558533,0.5650077796417035,0.5866190626139769,0.644528601943765
2,574,0,0,0,1,0,0,0,0,0,0,1,0,-0.961322016598613,-0.3103857922558224,1.5230725189723757,-1.1050918334583668,-1.12389452041459,-1.1437547091776565
6,1966,0,0,0,0,1,0,0,0,1,0,0,0,-0.6267596956356187,0.36788955906304066,0.6550053103611821,-0.643149387281752,-0.6089950234825215,-0.5858103161077735
1,12633,0,0,0,1,0,0,0,0,0,1,0,0,2.739773659054511,-0.5816959327833666,0.6550053103611821,2.279524935643372,2.192407324232631,2.1466865832857587
6,1846,0,0,1,0,0,0,0,0,0,1,0,0,-0.5431191153948701,-0.9208336084427982,-1.081129106861205,-0.4121781641934445,-0.36463594019272605,-0.4856664506849734
1,4746,0,0,0,1,0,0,0,0,0,1,0,0,0.690579443156171,0.6391996995905898,-1.081129106861205,0.8492800542119284,0.7611612649638307,0.9020413987452492
4,7143,0,1,0,0,0,0,0,0,0,0,1,0,1.0878721992997271,-1.734764030025431,0.22097170605558533,1.2490379403263063,1.2586065416609136,1.0021852641680493
2,558,0,0,1,0,0,1,0,0,0,0,0,0,-1.0031423067189873,-0.3103857922558224,-1.081129106861205,-1.176159902100923,-1.1151674102970974,-1.1723672421555993
1,9077,0,0,0,0,1,0,0,0,0,1,0,0,1.6106258258044057,-2.14172924081675,1.9571061232779725,1.7553979294045194,1.6600536070655771,1.3741481928813046
6,3762,0,0,0,0,1,0,0,1,0,0,0,0,-0.16673650431150167,0.23223448879927092,-1.081129106861205,-0.012420278079065835,0.0368111252119376,0.043665409406966865
1,984,0,0,0,1,0,0,1,0,0,0,0,0,-0.5640292604550573,0.3000620239311582,-0.21306189825001146,-0.47436272425568066,-0.5042697020726091,-0.45705391770703063
2,945,0,0,0,1,0,0,1,0,0,0,0,0,-0.8358611462374902,-0.5816959327833666,-0.6470955025556082,-0.8297030674684619,-0.853354106772317,-0.9005481788651433
3,743,0,0,1,0,0,0,0,0,1,0,0,0,-0.8776814363578644,-0.10690318686016059,-1.081129106861205,-0.9451886790126156,-0.8969896573597803,-0.929160711843086
4,2887,0,0,0,1,0,0,1,0,0,0,0,0,-0.20855679443187597,0.5713721644587024,0.6550053103611821,-0.06572132956098263,-0.04173286584549647,0.015052876429024094
3,880,0,0,0,1,0,0,0,1,0,0,0,0,-0.961322016598613,0.5713721644587024,0.6550053103611821,-1.113975342038686,-1.1326216305320824,-1.0722233767327998
2,3242,0,0,0,0,1,0,0,0,0,1,0,0,0.209646106771867,0.9783373752500212,1.5230725189723757,0.34292006513371537,0.2549888781492548,0.4299346046091939
6,802,0,0,1,0,0,0,0,1,0,0,0,0,-1.0449625968393617,0.16440695366738364,-1.081129106861205,-1.273878496484438,-1.2198927317070098,-1.2295923081114848
3,1449,0,0,1,0,0,0,0,0,1,0,0,0,-0.6267596956356187,-0.5816959327833666,0.22097170605558533,-0.5631978100588764,-0.5391781425425799,-0.6144228490857162
3,1063,0,0,0,1,0,1,0,0,0,0,0,0,-0.940411871538426,0.16440695366738364,0.22097170605558533,-1.0429072733961307,-1.0453505293571559,-1.029304577265886
2,709,0,0,0,1,0,1,0,0,0,0,0,0,-1.0449625968393617,0.5035446293268152,0.22097170605558533,-1.2649949879041187,-1.280982502529459,-1.2295923081114848
3,7548,0,0,1,0,0,0,0,0,1,0,0,0,0.7742200233969196,-0.3103857922558224,-0.6470955025556082,0.955882157175762,0.9182492470786989,0.9020413987452492
3,18421,0,0,1,0,0,0,0,1,0,0,0,0,1.6733562609849673,0.16440695366738364,-1.081129106861205,1.55996074063749,1.5727825058906506,1.6030484567048469
3,6773,0,0,0,1,0,0,0,1,0,0,0,0,0.4605678474941127,0.43571709419492793,0.6550053103611821,0.6360758482842597,0.5778919524964844,0.6731411349217071
3,4504,0,0,0,0,1,0,0,1,0,0,0,0,0.209646106771867,0.9783373752500212,0.22097170605558533,0.33403655655339604,0.36844130967665967,0.4871596705650795
1,5174,0,0,0,0,1,1,0,0,0,0,0,0,0.8369504585774812,0.9783373752500212,1.089038914666779,0.8137460198906503,0.7000714941413817,0.9020413987452492
1,3443,1,0,0,0,0,0,0,1,0,0,0,0,0.4187475573737384,2.6740257535471788,1.5230725189723757,0.3518035737140347,0.32480575908919634,0.6874474014106782
1,4816,0,0,0,0,1,0,0,0,1,0,0,0,0.6487591530357972,-2.209556775948637,1.5230725189723757,0.8936975971135259,0.9269763571961914,0.6016098024768506
3,2803,0,0,1,0,0,0,0,0,1,0,0,0,-0.18764664937168882,-0.3103857922558224,-0.6470955025556082,0.014230247661892953,-0.02427864561051147,-0.04217218952686144
2,12798,0,1,0,0,0,0,0,0,0,0,0,1,2.5515823535128273,1.1818199806456782,1.089038914666779,1.9508351181715486,1.9567753510603292,2.16099284977473
4,14481,0,0,0,0,1,0,0,1,0,0,0,0,1.4851649554432826,-1.9382466354210928,1.089038914666779,1.5333102148965314,1.5727825058906506,1.2596980609695336
4,8633,0,0,0,1,0,1,0,0,0,0,0,0,0.6696692980959843,0.23223448879927092,-0.21306189825001146,0.8403965456316083,0.7960697054338015,0.8591225992783348
4,1262,0,0,0,0,1,0,0,0,0,0,1,0,-0.5849394055152445,-0.17473072199204787,-0.5168854212639304,-0.5098967585769587,-0.47808837172013086,-0.5142789836629161
2,12828,0,0,1,0,0,0,0,1,0,0,0,0,1.7151765511053416,0.6391996995905898,-0.6470955025556082,1.5688442492178094,1.4855114047157238,1.631660989682789
2,1551,0,0,1,0,0,0,1,0,0,0,0,0,-0.5222089703346829,-0.7173510030471364,-0.21306189825001146,-0.4121781641934445,-0.3820901604277118,-0.47136018419600234
1,4336,0,0,1,0,0,0,0,0,0,0,1,0,0.43965770243392555,0.5035446293268152,-0.21306189825001146,0.5738912882220228,0.6215275030839477,0.6731411349217071
4,1757,0,0,0,0,1,0,0,0,0,1,0,0,-0.4385683900939345,0.23223448879927092,-1.081129106861205,-0.32334307839024884,-0.28609194913529196,-0.271072453350403
3,1678,0,0,0,0,1,0,1,0,0,0,0,0,-0.5640292604550573,1.1818199806456782,0.6550053103611821,-0.5010132499966394,-0.5304510324250874,-0.38552258526217403
1,2096,0,0,0,1,0,0,1,0,0,0,0,0,-0.18764664937168882,-0.9208336084427982,1.5230725189723757,0.04976428198317107,0.028084015094444317,-0.07078472250480358
0,3219,0,0,0,0,1,0,1,0,0,0,0,0,0.7951301684571068,-1.2599712841022297,2.3911397275835693,0.9469986485954427,0.9706119077836547,0.7875912668334782
4,605,0,1,0,0,0,0,0,0,1,0,0,0,-1.0449625968393617,1.2496475157775655,-1.081129106861205,-1.309412530805716,-1.2635282822944731,-1.1723672421555993
2,8242,0,1,0,0,0,0,0,0,0,0,1,0,1.4851649554432826,0.5035446293268152,-0.21306189825001146,1.3467565347098214,1.3807860833058117,1.4456795253261612
0,5083,1,0,0,0,0,0,0,0,0,0,0,1,2.1542895973692713,5.590609764218288,0.22097170605558533,1.426708111932697,1.3458776428358408,2.2611367151975297
7,1116,0,0,1,0,0,0,0,0,1,0,0,0,-0.940411871538426,-0.24255825712393514,-1.081129106861205,-1.0162567476551718,-1.027896309122171,-1.043610843754857
3,2593,0,0,0,0,1,0,0,1,0,0,0,0,-0.20855679443187597,0.36788955906304066,1.5230725189723757,-0.16343992394449766,-0.10282263666794554,-0.08509098899377528
2,500,0,0,0,0,1,0,0,1,0,0,0,0,-1.0449625968393617,0.7748547698543594,-0.21306189825001146,-1.3182960393860355,-1.280982502529459,-1.2295923081114848
2,10137,0,0,1,0,0,0,0,0,0,0,0,1,2.23793017761002,0.36788955906304066,-0.21306189825001146,1.9064175752699513,1.817141589180446,1.9320925859511877
1,1571,0,0,1,0,0,0,0,0,0,1,0,0,-0.5012988252744958,-0.7173510030471364,-0.6470955025556082,-0.3499936041312076,-0.3210003896052627,-0.4141351182401168
2,735,0,0,0,0,1,1,0,0,0,0,0,0,-0.794040856117116,0.8426823049862467,0.6550053103611821,-0.8563535932094206,-0.8271727764198387,-0.7574855139754301
1,2459,0,0,1,0,0,0,0,0,1,0,0,0,0.0214548012301828,-0.03907565172827333,-0.21306189825001146,0.21855094500924235,0.23753465791426903,0.2296468737635952
1,12268,0,0,0,1,0,0,0,0,0,0,0,1,2.5724924985730135,0.6391996995905898,0.6550053103611821,2.0307866953944242,2.0440464522352557,2.16099284977473
1,4196,0,0,1,0,0,0,1,0,0,0,0,0,0.6487591530357972,0.16440695366738364,-0.21306189825001146,0.831513037051289,0.7786154851988157,0.8305100663003927
2,2633,0,0,0,0,1,0,0,0,1,0,0,0,-0.06218577901056585,0.6391996995905898,-0.21306189825001146,0.04976428198317107,0.09790089603438588,0.15811554131873792
1,2757,0,0,1,0,0,1,0,0,0,0,0,0,-0.10400606913094017,0.3000620239311582,-1.081129106861205,0.0852983163044492,0.11535511626937167,0.14380927482976688
2,1259,0,1,0,0,0,0,0,0,1,0,0,0,-0.6058495505754316,1.3174750509094528,-1.081129106861205,-0.5631978100588764,-0.5828136931300433,-0.4284413847290879
4,1253,0,0,0,1,0,0,0,0,0,1,0,0,-0.6267596956356187,0.6391996995905898,0.6550053103611821,-0.6253823701211124,-0.6613576841874773,-0.5715040496188017
2,2196,0,0,1,0,0,0,0,1,0,0,0,0,-0.20855679443187597,-0.3103857922558224,-0.21306189825001146,0.023113756242212288,0.0455382353294301,0.0007466099400530279
4,10946,0,0,1,0,0,0,0,0,1,0,0,0,0.9205910388182298,0.028751883403609117,-1.081129106861205,0.9914161914970402,1.0055203482536255,1.0164915306570204
6,709,0,0,1,0,0,0,0,0,0,0,1,0,-1.0449625968393617,-0.3103857922558224,-0.21306189825001146,-1.2383444621631599,-1.2460740620594881,-1.2725111075783992
5,3105,0,0,0,1,0,0,0,1,0,0,0,0,-0.20855679443187597,0.5713721644587024,0.6550053103611821,-0.06572132956098263,-0.10282263666794554,-0.013559656548918674
2,596,0,0,1,0,0,0,1,0,0,0,0,0,-0.961322016598613,0.3000620239311582,-1.081129106861205,-1.1406258677796448,-1.0889860799446192,-1.0865296432217715
2,421,0,1,0,0,0,0,0,0,0,0,1,0,-1.0031423067189873,1.1818199806456782,-0.21306189825001146,-1.273878496484438,-1.2286198418245022,-1.1437547091776565
6,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1495133221402973,-1.056488678706568,0.6550053103611821,-1.4426651595105084,-1.4031620441743562,-1.5157176378909125
2,3671,1,0,0,0,0,0,0,0,1,0,0,0,0.43965770243392555,2.9453358940747183,-0.6470955025556082,0.4672891852581884,0.40334975014663044,0.8305100663003927
3,9116,0,0,1,0,0,0,0,0,0,0,1,0,1.526985245563657,0.23223448879927092,-1.081129106861205,1.5066596891555726,1.406967413658289,1.5029045912820467
3,3989,0,1,0,0,0,0,0,0,0,1,0,0,0.209646106771867,0.910509840118134,1.089038914666779,0.30738603081243726,0.33353286920668884,0.4442408710981656
3,10471,0,0,0,1,0,0,0,0,0,0,1,0,1.65244611592478,0.7748547698543594,-0.6470955025556082,1.5510772320571709,1.4767842945982306,1.6459672561717613
1,5136,0,0,0,1,0,1,0,0,0,0,0,0,0.7533098783367326,0.5035446293268152,1.089038914666779,0.8581635627922478,0.7873425953163082,0.9020413987452492
3,702,0,0,0,0,1,0,1,0,0,0,0,0,-1.0031423067189873,-0.8530060733109109,-1.081129106861205,-1.1583928849402843,-1.0889860799446192,-1.200979775133542
2,624,0,0,0,1,0,0,0,0,0,0,1,0,-0.9195017264782388,-0.9208336084427982,1.089038914666779,-0.989606221914213,-1.0104420888871852,-1.0865296432217715
7,1100,0,0,1,0,0,0,0,0,0,1,0,0,-0.8149510011773031,0.028751883403609117,-1.081129106861205,-0.8385865760487812,-0.8009914460673604,-0.8147105799313149
2,1415,0,0,0,1,0,0,1,0,0,0,0,0,-0.6267596956356187,0.16440695366738364,0.6550053103611821,-0.5631978100588764,-0.5915408032475366,-0.5571977831298306
5,8029,0,0,1,0,0,0,0,0,1,0,0,0,0.43965770243392555,-0.5816959327833666,-0.6470955025556082,0.6893768997661764,0.7087986042588742,0.6302223354547933
5,823,0,0,1,0,0,0,0,0,0,1,0,0,-0.794040856117116,0.16440695366738364,-0.21306189825001146,-0.8385865760487812,-0.8009914460673604,-0.8004043134423439
3,7186,0,0,1,0,0,0,0,0,0,0,1,0,1.1087823443599143,0.5035446293268152,-1.5151627111668018,1.142435837362472,1.1451541101335085,1.2310855279915915
3,10311,0,0,1,0,0,0,0,0,1,0,0,0,1.2551533597812239,-0.03907565172827333,-0.6470955025556082,1.302338991808224,1.3196963124833625,1.3169231269254191
4,563,1,0,0,0,0,1,0,0,0,0,0,0,-1.1495133221402973,-0.37821332738770486,-1.081129106861205,-1.4604321766711479,-1.4206162644093412,-1.4727988384239985
4,1831,0,0,0,1,0,0,1,0,0,0,0,0,-0.6058495505754316,-0.3103857922558224,0.22097170605558533,-0.5276637757375983,-0.4955425919551167,-0.5428915166408589
1,4398,1,0,0,0,0,1,0,0,0,0,0,0,0.5023881376144871,2.1314054724920903,-0.6470955025556082,0.5827747968023421,0.5255292917915277,0.8448163327893637
6,1933,0,0,1,0,0,0,0,0,1,0,0,0,-0.6058495505754316,-0.9208336084427982,-0.21306189825001146,-0.47436272425568066,-0.45190704136765336,-0.5571977831298306
3,1781,0,0,0,0,1,0,0,1,0,0,0,0,-0.6058495505754316,-0.8530060733109109,2.3911397275835693,-0.5010132499966394,-0.5479052526600724,-0.6144228490857162
2,3836,0,1,0,0,0,0,0,0,0,0,1,0,0.4187475573737384,2.334888077887747,-0.6470955025556082,0.42287164235659097,0.4644395209690787,0.758978733855536
3,12311,0,0,0,0,1,1,0,0,0,0,0,0,1.4851649554432826,0.9783373752500212,-0.21306189825001146,1.36452355187046,1.3196963124833625,1.5029045912820467
4,4817,0,1,0,0,0,0,0,0,0,0,1,0,0.6487591530357972,-1.734764030025431,2.825173331889166,0.9469986485954427,0.9007950268437132,0.6874474014106782
3,5000,0,0,0,0,1,0,0,0,0,1,0,0,0.4187475573737384,1.0461649103819037,-1.9491963154723986,0.609425322543301,0.5517106221440061,0.7303662008775926
4,2694,0,0,0,1,0,0,0,0,1,0,0,0,-0.18764664937168882,-0.5816959327833666,0.22097170605558533,0.03199726482253162,-0.00682442537552569,-0.05647845601583251
5,9587,0,0,1,0,0,0,0,0,1,0,0,0,0.816040313517294,-0.7173510030471364,-0.21306189825001146,0.9469986485954427,0.9706119077836547,0.8591225992783348
2,2630,0,0,1,0,0,0,0,0,1,0,0,0,-0.14582635925131449,-0.24255825712393514,0.22097170605558533,0.03199726482253162,0.0455382353294301,0.015052876429024094
3,8363,0,0,1,0,0,0,0,0,0,0,0,1,1.6106258258044057,0.36788955906304066,-1.5151627111668018,1.5688442492178094,1.5291469553031873,1.617354723193818
2,2048,0,0,0,0,1,0,0,0,0,1,0,0,-0.20855679443187597,0.16440695366738364,1.089038914666779,-0.07460483814130196,-0.033005755728003974,-0.02786592303788974
4,1890,0,0,1,0,0,0,0,0,1,0,0,0,-0.5012988252744958,-0.37821332738770486,-1.5151627111668018,-0.33222658697056817,-0.36463594019272605,-0.38552258526217403
3,734,0,0,1,0,0,1,0,0,0,0,0,0,-1.0240524517791745,-0.17473072199204787,-0.6470955025556082,-1.2383444621631599,-1.1937114013545316,-1.2295923081114848
1,4249,0,0,0,0,1,0,0,0,1,0,0,0,0.43965770243392555,0.16440695366738364,0.22097170605558533,0.5650077796417035,0.5866190626139769,0.6016098024768506
1,2704,0,0,0,0,1,0,0,0,0,0,1,0,0.209646106771867,-0.5816959327833666,2.3911397275835693,0.42287164235659097,0.3422599793241814,0.31548447269742286
1,5491,0,0,1,0,0,0,1,0,0,0,0,0,0.4814779925542999,-0.03907565172827333,-1.081129106861205,0.6982604083464958,0.6302546132014402,0.6731411349217071
2,394,0,1,0,0,0,0,0,0,0,0,1,0,-1.0449625968393617,1.0461649103819037,0.6550053103611821,-1.3449465651269943,-1.298436722764444,-1.2295923081114848
3,658,0,0,1,0,0,0,1,0,0,0,0,0,-1.0449625968393617,-0.03907565172827333,-1.081129106861205,-1.273878496484438,-1.2373469519419948,-1.2582048410894275
3,6722,0,0,0,1,0,0,0,0,0,1,0,0,0.8578606036376684,-0.8530060733109109,1.089038914666779,1.0802512773002357,1.0142474583711187,0.9306539317231927
3,6648,0,0,1,0,0,0,0,0,1,0,0,0,0.4605678474941127,0.36788955906304066,-1.081129106861205,0.6360758482842597,0.6477088334364259,0.7017536678996505
2,4680,0,0,1,0,0,0,0,0,0,1,0,0,0.43965770243392555,-0.24255825712393514,1.089038914666779,0.6627263740252185,0.6215275030839477,0.6159160689658222
3,7577,0,0,1,0,0,0,0,0,1,0,0,0,0.5651185727950485,-0.10690318686016059,-0.21306189825001146,0.7249109340874547,0.7611612649638307,0.7303662008775926
1,3187,0,0,0,0,1,0,1,0,0,0,0,0,0.209646106771867,1.1139924455137908,-0.6470955025556082,0.3695705908746742,0.220080437679284,0.4442408710981656
6,664,0,0,0,0,1,0,0,1,0,0,0,0,-1.0658727418995486,0.36788955906304066,0.22097170605558533,-1.3449465651269943,-1.298436722764444,-1.2868173740673703
6,1257,0,0,1,0,0,0,0,1,0,0,0,0,-0.8776814363578644,0.09657941853549638,-1.5151627111668018,-0.9185381532716568,-0.9318980978297511,-0.914854445354115
2,1320,0,0,0,0,1,0,0,1,0,0,0,0,-0.6058495505754316,-0.03907565172827333,-1.081129106861205,-0.5276637757375983,-0.5042697020726091,-0.5142789836629161
1,4730,0,0,0,1,0,1,0,0,0,0,0,0,0.4187475573737384,0.43571709419492793,0.22097170605558533,0.5294737453204253,0.5429835120265135,0.6016098024768506
2,4989,0,1,0,0,0,0,0,1,0,0,0,0,0.43965770243392555,1.3853025860413353,0.6550053103611821,0.520590236740106,0.48189374120406453,0.6874474014106782
5,530,0,0,0,0,1,0,0,1,0,0,0,0,-1.1913336122606717,-1.4634538894978868,-0.21306189825001146,-1.5581507710546625,-1.516614475701761,-1.6587803027806263
2,945,0,0,0,1,0,0,1,0,0,0,0,0,-0.8358611462374902,0.3000620239311582,0.22097170605558533,-0.8830041189503787,-0.8969896573597803,-0.8576293793982294
1,5000,1,0,0,0,0,0,0,0,0,1,0,0,1.4642548103830957,2.8775083589428356,2.825173331889166,1.213503906005028,1.075337229193567,1.5744359237269034
3,811,0,0,1,0,0,0,1,0,0,0,0,0,-0.8985915814180516,0.36788955906304066,-0.6470955025556082,-1.0429072733961307,-1.0017149787696926,-0.9863857777989715
6,814,0,0,1,0,0,0,0,1,0,0,0,0,-1.0449625968393617,0.3000620239311582,-0.21306189825001146,-1.2916455136450766,-1.2460740620594881,-1.2438985746004565
3,12547,0,1,0,0,0,0,0,0,1,0,0,0,1.6106258258044057,-2.684349521871843,1.089038914666779,1.7109803865029218,1.6251451665956063,1.2453917944805626
5,2816,0,0,1,0,0,0,0,0,1,0,0,0,-0.3967480999735602,-1.1243162138384553,-0.21306189825001146,-0.19009044968545644,-0.1726395176078871,-0.31399125281731743
1,7340,0,1,0,0,0,0,0,0,0,1,0,0,1.4851649554432826,-1.2599712841022297,2.825173331889166,1.5954947749587682,1.44187585412826,1.3312293934143902
4,5865,0,0,0,0,1,0,0,0,0,0,1,0,0.8578606036376684,-1.5991089597616612,1.089038914666779,1.0358337343986384,1.075337229193567,0.8305100663003927
2,2573,0,0,0,0,1,0,0,1,0,0,0,0,-0.20855679443187597,-1.5991089597616612,0.6550053103611821,0.014230247661892953,0.0542653454469226,-0.1566223214386319
2,4476,0,0,0,1,0,0,0,0,0,0,1,0,0.5860287178552357,0.3000620239311582,0.22097170605558533,0.769328476989052,0.7175257143763667,0.7875912668334782
5,743,0,0,1,0,0,0,0,0,0,0,1,0,-0.9822321616588001,0.43571709419492793,-0.21306189825001146,-1.1495093763599642,-1.1588029608845607,-1.1151421761997142
3,7308,0,0,0,0,1,0,0,0,0,0,0,1,1.4642548103830957,-0.8530060733109109,2.3911397275835693,1.4089410947720582,1.3371505327183475,1.2453917944805626
4,834,0,0,0,0,1,0,1,0,0,0,0,0,-0.8149510011773031,0.7070272347224722,1.089038914666779,-0.9007711361110181,-0.8446269966548245,-0.8004043134423439
3,2321,0,0,1,0,0,0,0,0,1,0,0,0,-0.375837954913373,-0.10690318686016059,-1.081129106861205,-0.19897395826577577,-0.18136662772537962,-0.19954112090554635
1,3945,0,0,1,0,0,0,0,1,0,0,0,0,0.43965770243392555,0.6391996995905898,-0.21306189825001146,0.5650077796417035,0.6040732828489619,0.6731411349217071
2,631,0,0,1,0,0,0,1,0,0,0,0,0,-0.9195017264782388,0.16440695366738364,-0.21306189825001146,-1.0695577991370886,-1.0191691990046776,-1.029304577265886
2,5650,0,0,0,1,0,0,0,1,0,0,0,0,0.5023881376144871,0.7070272347224722,-0.21306189825001146,0.6804933911858572,0.6040732828489619,0.7446724673665638
2,9955,0,0,1,0,0,0,0,0,0,0,0,1,2.23793017761002,0.36788955906304066,-0.21306189825001146,1.8531165237880345,1.8695042498854018,1.9320925859511877
2,4890,0,0,0,0,1,0,0,0,0,1,0,0,0.7114895882163582,-1.734764030025431,0.22097170605558533,0.9469986485954427,0.979339017901148,0.7160599343886216
2,1681,0,0,1,0,0,0,0,1,0,0,0,0,-0.3967480999735602,-0.24255825712393514,-0.6470955025556082,-0.24339150116737324,-0.27736483901779946,-0.2853787198393747
1,3977,0,0,0,0,1,0,0,1,0,0,0,0,0.209646106771867,0.16440695366738364,0.6550053103611821,0.41398813377627164,0.31607864897170307,0.38701580514228007
4,3583,0,0,0,1,0,0,1,0,0,0,0,0,-0.020365488890191522,0.5713721644587024,-0.6470955025556082,0.16524989352732478,0.11535511626937167,0.21534060727462348
